#,,,,,"generated_by='OpenQuake engine 3.15.0-git6830da70dc', start_date='2022-06-20T16:51:43', checksum=179802014, investigation_time=50.0, mag_bin_edges=[4.0, 5.0, 6.0, 7.0, 8.0], dist_bin_edges=[0.0, 10.0, 20.0, 30.0, 40.0, 50.0, 60.0, 70.0, 80.0, 90.0, 100.0, 110.0, 120.0, 130.0, 140.0, 150.0, 160.0, 170.0, 180.0, 190.0, 200.0], lon_bin_edges=[9.14742030280496, 9.417706935826633, 9.687993568848304, 9.958280201869977, 10.22856683489165, 10.498853467913321, 10.769140100934994, 11.039426733956667, 11.30971336697834, 11.580000000000013, 11.850286633021684, 12.120573266043356, 12.39085989906503, 12.6611465320867, 12.931433165108373, 13.201719798130046, 13.47200643115172, 13.742293064173392, 14.012579697195063], lat_bin_edges=[40.52136, 40.72120888888889, 40.921057777777776, 41.12090666666667, 41.32075555555556, 41.520604444444444, 41.72045333333333, 41.920302222222226, 42.12015111111111, 42.32, 42.51984888888889, 42.71969777777778, 42.91954666666667, 43.119395555555556, 43.31924444444444, 43.51909333333334, 43.718942222222225, 43.91879111111111, 44.11864], eps_bin_edges=[-3.0, -1.0, 1.0, 3.0], tectonic_region_types=['Shallow Default'], rlz_ids=[12], weights=[1.0], lon=11.580000000000013, lat=42.32"
imt,poe,lon,lat,trt,rlz12
PGA,0.1,1.03637E+01,4.24199E+01,Shallow Default,0.00000E+00
PGA,0.1,1.03637E+01,4.26198E+01,Shallow Default,0.00000E+00
PGA,0.1,1.03637E+01,4.28196E+01,Shallow Default,0.00000E+00
PGA,0.1,1.03637E+01,4.30195E+01,Shallow Default,0.00000E+00
PGA,0.1,1.03637E+01,4.32193E+01,Shallow Default,0.00000E+00
PGA,0.1,1.03637E+01,4.34192E+01,Shallow Default,0.00000E+00
PGA,0.1,1.03637E+01,4.36190E+01,Shallow Default,0.00000E+00
PGA,0.1,1.03637E+01,4.38189E+01,Shallow Default,0.00000E+00
PGA,0.1,1.03637E+01,4.40187E+01,Shallow Default,0.00000E+00
PGA,0.1,1.06340E+01,4.06213E+01,Shallow Default,0.00000E+00
PGA,0.1,1.06340E+01,4.08211E+01,Shallow Default,0.00000E+00
PGA,0.1,1.06340E+01,4.10210E+01,Shallow Default,0.00000E+00
PGA,0.1,1.06340E+01,4.12208E+01,Shallow Default,0.00000E+00
PGA,0.1,1.06340E+01,4.14207E+01,Shallow Default,0.00000E+00
PGA,0.1,1.06340E+01,4.16205E+01,Shallow Default,0.00000E+00
PGA,0.1,1.06340E+01,4.18204E+01,Shallow Default,0.00000E+00
PGA,0.1,1.06340E+01,4.20202E+01,Shallow Default,7.59480E-10
PGA,0.1,1.06340E+01,4.22201E+01,Shallow Default,3.44557E-10
PGA,0.1,1.06340E+01,4.24199E+01,Shallow Default,3.67068E-10
PGA,0.1,1.06340E+01,4.26198E+01,Shallow Default,1.09559E-10
PGA,0.1,1.06340E+01,4.28196E+01,Shallow Default,0.00000E+00
PGA,0.1,1.06340E+01,4.30195E+01,Shallow Default,0.00000E+00
PGA,0.1,1.06340E+01,4.32193E+01,Shallow Default,0.00000E+00
PGA,0.1,1.06340E+01,4.34192E+01,Shallow Default,0.00000E+00
PGA,0.1,1.06340E+01,4.36190E+01,Shallow Default,0.00000E+00
PGA,0.1,1.06340E+01,4.38189E+01,Shallow Default,0.00000E+00
PGA,0.1,1.06340E+01,4.40187E+01,Shallow Default,0.00000E+00
PGA,0.1,1.09043E+01,4.06213E+01,Shallow Default,0.00000E+00
PGA,0.1,1.09043E+01,4.08211E+01,Shallow Default,0.00000E+00
PGA,0.1,1.09043E+01,4.10210E+01,Shallow Default,0.00000E+00
PGA,0.1,1.09043E+01,4.12208E+01,Shallow Default,0.00000E+00
PGA,0.1,1.09043E+01,4.14207E+01,Shallow Default,0.00000E+00
PGA,0.1,1.09043E+01,4.16205E+01,Shallow Default,0.00000E+00
PGA,0.1,1.09043E+01,4.18204E+01,Shallow Default,2.26541E-09
PGA,0.1,1.09043E+01,4.20202E+01,Shallow Default,2.77485E-08
PGA,0.1,1.09043E+01,4.22201E+01,Shallow Default,2.21921E-08
PGA,0.1,1.09043E+01,4.24199E+01,Shallow Default,1.98528E-08
PGA,0.1,1.09043E+01,4.26198E+01,Shallow Default,6.71611E-09
PGA,0.1,1.09043E+01,4.28196E+01,Shallow Default,1.07449E-10
PGA,0.1,1.09043E+01,4.30195E+01,Shallow Default,0.00000E+00
PGA,0.1,1.09043E+01,4.32193E+01,Shallow Default,0.00000E+00
PGA,0.1,1.09043E+01,4.34192E+01,Shallow Default,0.00000E+00
PGA,0.1,1.09043E+01,4.36190E+01,Shallow Default,0.00000E+00
PGA,0.1,1.09043E+01,4.38189E+01,Shallow Default,0.00000E+00
PGA,0.1,1.09043E+01,4.40187E+01,Shallow Default,0.00000E+00
PGA,0.1,1.11746E+01,4.06213E+01,Shallow Default,0.00000E+00
PGA,0.1,1.11746E+01,4.08211E+01,Shallow Default,0.00000E+00
PGA,0.1,1.11746E+01,4.10210E+01,Shallow Default,0.00000E+00
PGA,0.1,1.11746E+01,4.12208E+01,Shallow Default,0.00000E+00
PGA,0.1,1.11746E+01,4.14207E+01,Shallow Default,0.00000E+00
PGA,0.1,1.11746E+01,4.16205E+01,Shallow Default,1.24480E-09
PGA,0.1,1.11746E+01,4.18204E+01,Shallow Default,6.81775E-08
PGA,0.1,1.11746E+01,4.20202E+01,Shallow Default,1.45548E-07
PGA,0.1,1.11746E+01,4.22201E+01,Shallow Default,4.42786E-07
PGA,0.1,1.11746E+01,4.24199E+01,Shallow Default,2.76324E-06
PGA,0.1,1.11746E+01,4.26198E+01,Shallow Default,9.48003E-05
PGA,0.1,1.11746E+01,4.28196E+01,Shallow Default,3.42506E-05
PGA,0.1,1.11746E+01,4.30195E+01,Shallow Default,6.79054E-07
PGA,0.1,1.11746E+01,4.32193E+01,Shallow Default,0.00000E+00
PGA,0.1,1.11746E+01,4.34192E+01,Shallow Default,0.00000E+00
PGA,0.1,1.11746E+01,4.36190E+01,Shallow Default,0.00000E+00
PGA,0.1,1.11746E+01,4.38189E+01,Shallow Default,0.00000E+00
PGA,0.1,1.11746E+01,4.40187E+01,Shallow Default,0.00000E+00
PGA,0.1,1.14449E+01,4.06213E+01,Shallow Default,0.00000E+00
PGA,0.1,1.14449E+01,4.08211E+01,Shallow Default,0.00000E+00
PGA,0.1,1.14449E+01,4.10210E+01,Shallow Default,0.00000E+00
PGA,0.1,1.14449E+01,4.12208E+01,Shallow Default,0.00000E+00
PGA,0.1,1.14449E+01,4.14207E+01,Shallow Default,0.00000E+00
PGA,0.1,1.14449E+01,4.16205E+01,Shallow Default,2.64624E-09
PGA,0.1,1.14449E+01,4.18204E+01,Shallow Default,1.84759E-08
PGA,0.1,1.14449E+01,4.20202E+01,Shallow Default,3.61842E-07
PGA,0.1,1.14449E+01,4.22201E+01,Shallow Default,2.57012E-04
PGA,0.1,1.14449E+01,4.24199E+01,Shallow Default,2.73883E-02
PGA,0.1,1.14449E+01,4.26198E+01,Shallow Default,3.89247E-03
PGA,0.1,1.14449E+01,4.28196E+01,Shallow Default,1.91712E-04
PGA,0.1,1.14449E+01,4.30195E+01,Shallow Default,2.86670E-06
PGA,0.1,1.14449E+01,4.32193E+01,Shallow Default,0.00000E+00
PGA,0.1,1.14449E+01,4.34192E+01,Shallow Default,0.00000E+00
PGA,0.1,1.14449E+01,4.36190E+01,Shallow Default,0.00000E+00
PGA,0.1,1.14449E+01,4.38189E+01,Shallow Default,0.00000E+00
PGA,0.1,1.14449E+01,4.40187E+01,Shallow Default,0.00000E+00
PGA,0.1,1.17151E+01,4.06213E+01,Shallow Default,0.00000E+00
PGA,0.1,1.17151E+01,4.08211E+01,Shallow Default,0.00000E+00
PGA,0.1,1.17151E+01,4.10210E+01,Shallow Default,0.00000E+00
PGA,0.1,1.17151E+01,4.12208E+01,Shallow Default,0.00000E+00
PGA,0.1,1.17151E+01,4.14207E+01,Shallow Default,0.00000E+00
PGA,0.1,1.17151E+01,4.16205E+01,Shallow Default,3.33040E-10
PGA,0.1,1.17151E+01,4.18204E+01,Shallow Default,2.01504E-08
PGA,0.1,1.17151E+01,4.20202E+01,Shallow Default,4.14589E-07
PGA,0.1,1.17151E+01,4.22201E+01,Shallow Default,1.77712E-02
PGA,0.1,1.17151E+01,4.24199E+01,Shallow Default,4.32002E-02
PGA,0.1,1.17151E+01,4.26198E+01,Shallow Default,3.19448E-03
PGA,0.1,1.17151E+01,4.28196E+01,Shallow Default,1.59831E-04
PGA,0.1,1.17151E+01,4.30195E+01,Shallow Default,2.43733E-06
PGA,0.1,1.17151E+01,4.32193E+01,Shallow Default,3.22499E-07
PGA,0.1,1.17151E+01,4.34192E+01,Shallow Default,0.00000E+00
PGA,0.1,1.17151E+01,4.36190E+01,Shallow Default,0.00000E+00
PGA,0.1,1.17151E+01,4.38189E+01,Shallow Default,0.00000E+00
PGA,0.1,1.17151E+01,4.40187E+01,Shallow Default,0.00000E+00
PGA,0.1,1.19854E+01,4.06213E+01,Shallow Default,0.00000E+00
PGA,0.1,1.19854E+01,4.08211E+01,Shallow Default,0.00000E+00
PGA,0.1,1.19854E+01,4.10210E+01,Shallow Default,0.00000E+00
PGA,0.1,1.19854E+01,4.12208E+01,Shallow Default,0.00000E+00
PGA,0.1,1.19854E+01,4.14207E+01,Shallow Default,0.00000E+00
PGA,0.1,1.19854E+01,4.16205E+01,Shallow Default,7.06247E-11
PGA,0.1,1.19854E+01,4.18204E+01,Shallow Default,7.54915E-09
PGA,0.1,1.19854E+01,4.20202E+01,Shallow Default,3.86396E-04
PGA,0.1,1.19854E+01,4.22201E+01,Shallow Default,2.98825E-03
PGA,0.1,1.19854E+01,4.24199E+01,Shallow Default,3.06400E-03
PGA,0.1,1.19854E+01,4.26198E+01,Shallow Default,8.44489E-04
PGA,0.1,1.19854E+01,4.28196E+01,Shallow Default,4.06301E-05
PGA,0.1,1.19854E+01,4.30195E+01,Shallow Default,1.67458E-06
PGA,0.1,1.19854E+01,4.32193E+01,Shallow Default,7.78485E-07
PGA,0.1,1.19854E+01,4.34192E+01,Shallow Default,0.00000E+00
PGA,0.1,1.19854E+01,4.36190E+01,Shallow Default,0.00000E+00
PGA,0.1,1.19854E+01,4.38189E+01,Shallow Default,0.00000E+00
PGA,0.1,1.19854E+01,4.40187E+01,Shallow Default,0.00000E+00
PGA,0.1,1.22557E+01,4.06213E+01,Shallow Default,0.00000E+00
PGA,0.1,1.22557E+01,4.08211E+01,Shallow Default,0.00000E+00
PGA,0.1,1.22557E+01,4.10210E+01,Shallow Default,0.00000E+00
PGA,0.1,1.22557E+01,4.12208E+01,Shallow Default,0.00000E+00
PGA,0.1,1.22557E+01,4.14207E+01,Shallow Default,0.00000E+00
PGA,0.1,1.22557E+01,4.16205E+01,Shallow Default,0.00000E+00
PGA,0.1,1.22557E+01,4.18204E+01,Shallow Default,9.01612E-07
PGA,0.1,1.22557E+01,4.20202E+01,Shallow Default,5.89000E-05
PGA,0.1,1.22557E+01,4.22201E+01,Shallow Default,2.16476E-04
PGA,0.1,1.22557E+01,4.24199E+01,Shallow Default,2.52345E-04
PGA,0.1,1.22557E+01,4.26198E+01,Shallow Default,9.07447E-05
PGA,0.1,1.22557E+01,4.28196E+01,Shallow Default,8.28735E-06
PGA,0.1,1.22557E+01,4.30195E+01,Shallow Default,4.10717E-06
PGA,0.1,1.22557E+01,4.32193E+01,Shallow Default,1.67793E-07
PGA,0.1,1.22557E+01,4.34192E+01,Shallow Default,0.00000E+00
PGA,0.1,1.22557E+01,4.36190E+01,Shallow Default,0.00000E+00
PGA,0.1,1.22557E+01,4.38189E+01,Shallow Default,0.00000E+00
PGA,0.1,1.22557E+01,4.40187E+01,Shallow Default,0.00000E+00
PGA,0.1,1.25260E+01,4.06213E+01,Shallow Default,0.00000E+00
PGA,0.1,1.25260E+01,4.08211E+01,Shallow Default,0.00000E+00
PGA,0.1,1.25260E+01,4.10210E+01,Shallow Default,0.00000E+00
PGA,0.1,1.25260E+01,4.12208E+01,Shallow Default,0.00000E+00
PGA,0.1,1.25260E+01,4.14207E+01,Shallow Default,0.00000E+00
PGA,0.1,1.25260E+01,4.16205E+01,Shallow Default,0.00000E+00
PGA,0.1,1.25260E+01,4.18204E+01,Shallow Default,0.00000E+00
PGA,0.1,1.25260E+01,4.20202E+01,Shallow Default,5.42073E-07
PGA,0.1,1.25260E+01,4.22201E+01,Shallow Default,4.88648E-06
PGA,0.1,1.25260E+01,4.24199E+01,Shallow Default,1.17928E-05
PGA,0.1,1.25260E+01,4.26198E+01,Shallow Default,1.17976E-05
PGA,0.1,1.25260E+01,4.28196E+01,Shallow Default,6.30190E-06
PGA,0.1,1.25260E+01,4.30195E+01,Shallow Default,1.45794E-06
PGA,0.1,1.25260E+01,4.32193E+01,Shallow Default,1.81878E-09
PGA,0.1,1.25260E+01,4.34192E+01,Shallow Default,0.00000E+00
PGA,0.1,1.25260E+01,4.36190E+01,Shallow Default,0.00000E+00
PGA,0.1,1.25260E+01,4.38189E+01,Shallow Default,0.00000E+00
PGA,0.1,1.25260E+01,4.40187E+01,Shallow Default,0.00000E+00
PGA,0.1,1.27963E+01,4.06213E+01,Shallow Default,0.00000E+00
PGA,0.1,1.27963E+01,4.08211E+01,Shallow Default,0.00000E+00
PGA,0.1,1.27963E+01,4.10210E+01,Shallow Default,0.00000E+00
PGA,0.1,1.27963E+01,4.12208E+01,Shallow Default,0.00000E+00
PGA,0.1,1.27963E+01,4.14207E+01,Shallow Default,0.00000E+00
PGA,0.1,1.27963E+01,4.16205E+01,Shallow Default,0.00000E+00
PGA,0.1,1.27963E+01,4.18204E+01,Shallow Default,1.35790E-08
PGA,0.1,1.27963E+01,4.20202E+01,Shallow Default,3.92299E-07
PGA,0.1,1.27963E+01,4.22201E+01,Shallow Default,1.72652E-06
PGA,0.1,1.27963E+01,4.24199E+01,Shallow Default,4.30560E-06
PGA,0.1,1.27963E+01,4.26198E+01,Shallow Default,1.81864E-06
PGA,0.1,1.27963E+01,4.28196E+01,Shallow Default,2.61548E-07
PGA,0.1,1.27963E+01,4.30195E+01,Shallow Default,1.00459E-09
PGA,0.1,1.27963E+01,4.32193E+01,Shallow Default,0.00000E+00
PGA,0.1,1.27963E+01,4.34192E+01,Shallow Default,0.00000E+00
PGA,0.1,1.27963E+01,4.36190E+01,Shallow Default,0.00000E+00
PGA,0.1,1.27963E+01,4.38189E+01,Shallow Default,0.00000E+00
PGA,0.1,1.27963E+01,4.40187E+01,Shallow Default,0.00000E+00
PGA,0.1,1.30666E+01,4.06213E+01,Shallow Default,0.00000E+00
PGA,0.1,1.30666E+01,4.08211E+01,Shallow Default,0.00000E+00
PGA,0.1,1.30666E+01,4.10210E+01,Shallow Default,0.00000E+00
PGA,0.1,1.30666E+01,4.12208E+01,Shallow Default,0.00000E+00
PGA,0.1,1.30666E+01,4.14207E+01,Shallow Default,0.00000E+00
PGA,0.1,1.30666E+01,4.16205E+01,Shallow Default,0.00000E+00
PGA,0.1,1.30666E+01,4.18204E+01,Shallow Default,0.00000E+00
PGA,0.1,1.30666E+01,4.20202E+01,Shallow Default,6.39265E-11
PGA,0.1,1.30666E+01,4.22201E+01,Shallow Default,4.50310E-09
PGA,0.1,1.30666E+01,4.24199E+01,Shallow Default,2.09759E-08
PGA,0.1,1.30666E+01,4.26198E+01,Shallow Default,2.59391E-10
PGA,0.1,1.30666E+01,4.28196E+01,Shallow Default,0.00000E+00
PGA,0.1,1.30666E+01,4.30195E+01,Shallow Default,0.00000E+00
PGA,0.1,1.30666E+01,4.32193E+01,Shallow Default,0.00000E+00
PGA,0.1,1.30666E+01,4.34192E+01,Shallow Default,0.00000E+00
PGA,0.1,1.30666E+01,4.36190E+01,Shallow Default,0.00000E+00
PGA,0.1,1.30666E+01,4.38189E+01,Shallow Default,0.00000E+00
PGA,0.1,1.30666E+01,4.40187E+01,Shallow Default,0.00000E+00
PGA,0.1,1.33369E+01,4.06213E+01,Shallow Default,0.00000E+00
PGA,0.1,1.33369E+01,4.08211E+01,Shallow Default,0.00000E+00
PGA,0.1,1.33369E+01,4.10210E+01,Shallow Default,0.00000E+00
PGA,0.1,1.33369E+01,4.12208E+01,Shallow Default,0.00000E+00
PGA,0.1,1.33369E+01,4.14207E+01,Shallow Default,0.00000E+00
PGA,0.1,1.33369E+01,4.16205E+01,Shallow Default,0.00000E+00
PGA,0.1,1.33369E+01,4.18204E+01,Shallow Default,0.00000E+00
PGA,0.1,1.33369E+01,4.20202E+01,Shallow Default,0.00000E+00
PGA,0.1,1.33369E+01,4.22201E+01,Shallow Default,0.00000E+00
PGA,0.1,1.33369E+01,4.24199E+01,Shallow Default,0.00000E+00
PGA,0.1,1.33369E+01,4.26198E+01,Shallow Default,0.00000E+00
PGA,0.1,1.33369E+01,4.28196E+01,Shallow Default,0.00000E+00
PGA,0.1,1.33369E+01,4.30195E+01,Shallow Default,0.00000E+00
PGA,0.1,1.33369E+01,4.32193E+01,Shallow Default,0.00000E+00
PGA,0.1,1.33369E+01,4.34192E+01,Shallow Default,0.00000E+00
PGA,0.1,1.33369E+01,4.36190E+01,Shallow Default,0.00000E+00
PGA,0.1,1.33369E+01,4.38189E+01,Shallow Default,0.00000E+00
PGA,0.1,1.33369E+01,4.40187E+01,Shallow Default,0.00000E+00
PGA,0.1,1.36071E+01,4.06213E+01,Shallow Default,0.00000E+00
PGA,0.1,1.36071E+01,4.08211E+01,Shallow Default,0.00000E+00
PGA,0.1,1.36071E+01,4.10210E+01,Shallow Default,0.00000E+00
PGA,0.1,1.36071E+01,4.12208E+01,Shallow Default,0.00000E+00
PGA,0.1,1.36071E+01,4.14207E+01,Shallow Default,0.00000E+00
PGA,0.1,1.36071E+01,4.16205E+01,Shallow Default,0.00000E+00
PGA,0.1,1.36071E+01,4.18204E+01,Shallow Default,0.00000E+00
PGA,0.1,1.36071E+01,4.20202E+01,Shallow Default,0.00000E+00
PGA,0.1,1.36071E+01,4.22201E+01,Shallow Default,0.00000E+00
PGA,0.1,1.36071E+01,4.24199E+01,Shallow Default,0.00000E+00
PGA,0.1,1.36071E+01,4.26198E+01,Shallow Default,0.00000E+00
PGA,0.1,1.36071E+01,4.28196E+01,Shallow Default,0.00000E+00
PGA,0.1,1.36071E+01,4.30195E+01,Shallow Default,0.00000E+00
PGA,0.1,1.36071E+01,4.32193E+01,Shallow Default,0.00000E+00
PGA,0.1,1.36071E+01,4.34192E+01,Shallow Default,0.00000E+00
PGA,0.1,1.36071E+01,4.36190E+01,Shallow Default,0.00000E+00
PGA,0.1,1.36071E+01,4.38189E+01,Shallow Default,0.00000E+00
PGA,0.1,1.36071E+01,4.40187E+01,Shallow Default,0.00000E+00
PGA,0.1,1.38774E+01,4.06213E+01,Shallow Default,0.00000E+00
PGA,0.1,1.38774E+01,4.08211E+01,Shallow Default,0.00000E+00
PGA,0.1,1.38774E+01,4.10210E+01,Shallow Default,0.00000E+00
PGA,0.1,1.38774E+01,4.12208E+01,Shallow Default,0.00000E+00
PGA,0.1,1.38774E+01,4.14207E+01,Shallow Default,0.00000E+00
PGA,0.1,1.38774E+01,4.16205E+01,Shallow Default,0.00000E+00
PGA,0.1,1.38774E+01,4.18204E+01,Shallow Default,0.00000E+00
PGA,0.1,1.38774E+01,4.20202E+01,Shallow Default,0.00000E+00
PGA,0.1,1.38774E+01,4.22201E+01,Shallow Default,0.00000E+00
PGA,0.1,1.38774E+01,4.24199E+01,Shallow Default,0.00000E+00
PGA,0.1,1.38774E+01,4.26198E+01,Shallow Default,0.00000E+00
PGA,0.1,1.38774E+01,4.28196E+01,Shallow Default,0.00000E+00
PGA,0.1,1.38774E+01,4.30195E+01,Shallow Default,0.00000E+00
PGA,0.1,1.38774E+01,4.32193E+01,Shallow Default,0.00000E+00
PGA,0.1,1.38774E+01,4.34192E+01,Shallow Default,0.00000E+00
PGA,0.1,1.38774E+01,4.36190E+01,Shallow Default,0.00000E+00
PGA,0.1,1.38774E+01,4.38189E+01,Shallow Default,0.00000E+00
PGA,0.1,1.38774E+01,4.40187E+01,Shallow Default,0.00000E+00
