#,,,,"generated_by='OpenQuake engine 3.15.0-git6830da70dc', start_date='2022-06-20T16:51:43', checksum=179802014, investigation_time=50.0, mag_bin_edges=[4.0, 5.0, 6.0, 7.0, 8.0], dist_bin_edges=[0.0, 10.0, 20.0, 30.0, 40.0, 50.0, 60.0, 70.0, 80.0, 90.0, 100.0, 110.0, 120.0, 130.0, 140.0, 150.0, 160.0, 170.0, 180.0, 190.0, 200.0], lon_bin_edges=[9.14742030280496, 9.417706935826633, 9.687993568848304, 9.958280201869977, 10.22856683489165, 10.498853467913321, 10.769140100934994, 11.039426733956667, 11.30971336697834, 11.580000000000013, 11.850286633021684, 12.120573266043356, 12.39085989906503, 12.6611465320867, 12.931433165108373, 13.201719798130046, 13.47200643115172, 13.742293064173392, 14.012579697195063], lat_bin_edges=[40.52136, 40.72120888888889, 40.921057777777776, 41.12090666666667, 41.32075555555556, 41.520604444444444, 41.72045333333333, 41.920302222222226, 42.12015111111111, 42.32, 42.51984888888889, 42.71969777777778, 42.91954666666667, 43.119395555555556, 43.31924444444444, 43.51909333333334, 43.718942222222225, 43.91879111111111, 44.11864], eps_bin_edges=[-3.0, -1.0, 1.0, 3.0], tectonic_region_types=['Shallow Default'], rlz_ids=[12], weights=[1.0], lon=11.580000000000013, lat=42.32"
imt,poe,mag,dist,rlz12
PGA,0.1,6.50000E+00,2.50000E+01,6.01223E-03
PGA,0.1,6.50000E+00,3.50000E+01,3.00614E-03
PGA,0.1,6.50000E+00,4.50000E+01,1.27033E-03
PGA,0.1,6.50000E+00,5.50000E+01,4.50937E-04
PGA,0.1,6.50000E+00,6.50000E+01,1.56794E-04
PGA,0.1,6.50000E+00,7.50000E+01,1.99581E-05
PGA,0.1,6.50000E+00,8.50000E+01,8.43439E-07
PGA,0.1,6.50000E+00,9.50000E+01,7.72113E-07
PGA,0.1,6.50000E+00,1.05000E+02,0.00000E+00
PGA,0.1,6.50000E+00,1.15000E+02,0.00000E+00
PGA,0.1,6.50000E+00,1.25000E+02,0.00000E+00
PGA,0.1,6.50000E+00,1.35000E+02,0.00000E+00
PGA,0.1,6.50000E+00,1.45000E+02,0.00000E+00
PGA,0.1,6.50000E+00,1.55000E+02,0.00000E+00
PGA,0.1,6.50000E+00,1.65000E+02,0.00000E+00
PGA,0.1,6.50000E+00,1.75000E+02,0.00000E+00
PGA,0.1,6.50000E+00,1.85000E+02,0.00000E+00
PGA,0.1,6.50000E+00,1.95000E+02,0.00000E+00
PGA,0.1,7.50000E+00,5.00000E+00,0.00000E+00
PGA,0.1,7.50000E+00,1.50000E+01,0.00000E+00
PGA,0.1,7.50000E+00,2.50000E+01,0.00000E+00
PGA,0.1,7.50000E+00,3.50000E+01,0.00000E+00
PGA,0.1,7.50000E+00,4.50000E+01,0.00000E+00
PGA,0.1,7.50000E+00,5.50000E+01,0.00000E+00
PGA,0.1,7.50000E+00,6.50000E+01,1.69503E-06
PGA,0.1,7.50000E+00,7.50000E+01,1.12288E-05
PGA,0.1,7.50000E+00,8.50000E+01,2.12640E-05
PGA,0.1,7.50000E+00,9.50000E+01,1.59633E-05
PGA,0.1,7.50000E+00,1.05000E+02,5.10797E-06
PGA,0.1,7.50000E+00,1.15000E+02,3.60508E-07
PGA,0.1,7.50000E+00,1.25000E+02,0.00000E+00
PGA,0.1,7.50000E+00,1.35000E+02,0.00000E+00
PGA,0.1,7.50000E+00,1.45000E+02,0.00000E+00
PGA,0.1,7.50000E+00,1.55000E+02,0.00000E+00
PGA,0.1,7.50000E+00,1.65000E+02,0.00000E+00
PGA,0.1,7.50000E+00,1.75000E+02,0.00000E+00
PGA,0.1,7.50000E+00,1.85000E+02,0.00000E+00
PGA,0.1,7.50000E+00,1.95000E+02,0.00000E+00
PGA,0.05,4.50000E+00,5.00000E+00,6.25025E-03
PGA,0.05,4.50000E+00,1.50000E+01,2.70271E-03
PGA,0.05,4.50000E+00,2.50000E+01,1.71553E-04
PGA,0.05,4.50000E+00,3.50000E+01,2.74678E-06
PGA,0.05,4.50000E+00,4.50000E+01,0.00000E+00
PGA,0.05,4.50000E+00,5.50000E+01,0.00000E+00
PGA,0.05,4.50000E+00,6.50000E+01,0.00000E+00
PGA,0.05,4.50000E+00,7.50000E+01,0.00000E+00
PGA,0.05,4.50000E+00,8.50000E+01,0.00000E+00
PGA,0.05,4.50000E+00,9.50000E+01,0.00000E+00
PGA,0.05,4.50000E+00,1.05000E+02,0.00000E+00
PGA,0.05,4.50000E+00,1.15000E+02,0.00000E+00
PGA,0.05,4.50000E+00,1.25000E+02,0.00000E+00
PGA,0.05,4.50000E+00,1.35000E+02,0.00000E+00
PGA,0.05,4.50000E+00,1.45000E+02,0.00000E+00
PGA,0.05,4.50000E+00,1.55000E+02,0.00000E+00
PGA,0.05,4.50000E+00,1.65000E+02,0.00000E+00
PGA,0.05,4.50000E+00,1.75000E+02,0.00000E+00
PGA,0.05,4.50000E+00,1.85000E+02,0.00000E+00
PGA,0.05,4.50000E+00,1.95000E+02,0.00000E+00
PGA,0.05,5.50000E+00,5.00000E+00,1.04929E-02
PGA,0.05,5.50000E+00,1.50000E+01,1.45220E-02
PGA,0.05,5.50000E+00,2.50000E+01,4.69512E-03
PGA,0.05,5.50000E+00,3.50000E+01,1.03913E-03
PGA,0.05,5.50000E+00,4.50000E+01,1.38464E-04
PGA,0.05,5.50000E+00,5.50000E+01,5.66923E-06
PGA,0.05,5.50000E+00,6.50000E+01,7.17549E-10
PGA,0.05,5.50000E+00,7.50000E+01,0.00000E+00
PGA,0.05,5.50000E+00,8.50000E+01,0.00000E+00
PGA,0.05,5.50000E+00,9.50000E+01,0.00000E+00
PGA,0.05,5.50000E+00,1.05000E+02,0.00000E+00
PGA,0.05,5.50000E+00,1.15000E+02,0.00000E+00
PGA,0.05,5.50000E+00,1.25000E+02,0.00000E+00
PGA,0.05,5.50000E+00,1.35000E+02,0.00000E+00
PGA,0.05,5.50000E+00,1.45000E+02,0.00000E+00
PGA,0.05,5.50000E+00,1.55000E+02,0.00000E+00
PGA,0.05,5.50000E+00,1.65000E+02,0.00000E+00
PGA,0.05,5.50000E+00,1.75000E+02,0.00000E+00
PGA,0.05,5.50000E+00,1.85000E+02,0.00000E+00
PGA,0.05,5.50000E+00,1.95000E+02,0.00000E+00
PGA,0.05,6.50000E+00,5.00000E+00,2.90310E-03
PGA,0.05,6.50000E+00,1.50000E+01,4.78213E-03
PGA,0.05,6.50000E+00,2.50000E+01,2.51545E-03
PGA,0.05,6.50000E+00,3.50000E+01,8.19018E-04
PGA,0.05,6.50000E+00,4.50000E+01,2.14767E-04
PGA,0.05,6.50000E+00,5.50000E+01,3.09393E-05
PGA,0.05,6.50000E+00,6.50000E+01,2.47925E-07
PGA,0.05,6.50000E+00,7.50000E+01,0.00000E+00
PGA,0.05,6.50000E+00,8.50000E+01,0.00000E+00
PGA,0.05,6.50000E+00,9.50000E+01,0.00000E+00
PGA,0.05,6.50000E+00,1.05000E+02,0.00000E+00
PGA,0.05,6.50000E+00,1.15000E+02,0.00000E+00
PGA,0.05,6.50000E+00,1.25000E+02,0.00000E+00
PGA,0.05,6.50000E+00,1.35000E+02,0.00000E+00
PGA,0.05,6.50000E+00,1.45000E+02,0.00000E+00
PGA,0.05,6.50000E+00,1.55000E+02,0.00000E+00
PGA,0.05,6.50000E+00,1.65000E+02,0.00000E+00
PGA,0.05,6.50000E+00,1.75000E+02,0.00000E+00
PGA,0.05,6.50000E+00,1.85000E+02,0.00000E+00
PGA,0.05,6.50000E+00,1.95000E+02,0.00000E+00
PGA,0.05,7.50000E+00,5.00000E+00,0.00000E+00
PGA,0.05,7.50000E+00,1.50000E+01,0.00000E+00
PGA,0.05,7.50000E+00,2.50000E+01,0.00000E+00
PGA,0.05,7.50000E+00,3.50000E+01,0.00000E+00
PGA,0.05,7.50000E+00,4.50000E+01,0.00000E+00
PGA,0.05,7.50000E+00,5.50000E+01,0.00000E+00
PGA,0.05,7.50000E+00,6.50000E+01,2.69777E-07
PGA,0.05,7.50000E+00,7.50000E+01,1.12233E-06
PGA,0.05,7.50000E+00,8.50000E+01,4.74772E-07
PGA,0.05,7.50000E+00,9.50000E+01,7.89319E-10
PGA,0.05,7.50000E+00,1.05000E+02,0.00000E+00
PGA,0.05,7.50000E+00,1.15000E+02,0.00000E+00
PGA,0.05,7.50000E+00,1.25000E+02,0.00000E+00
PGA,0.05,7.50000E+00,1.35000E+02,0.00000E+00
PGA,0.05,7.50000E+00,1.45000E+02,0.00000E+00
PGA,0.05,7.50000E+00,1.55000E+02,0.00000E+00
PGA,0.05,7.50000E+00,1.65000E+02,0.00000E+00
PGA,0.05,7.50000E+00,1.75000E+02,0.00000E+00
PGA,0.05,7.50000E+00,1.85000E+02,0.00000E+00
PGA,0.05,7.50000E+00,1.95000E+02,0.00000E+00
SA(0.1),0.1,4.50000E+00,5.00000E+00,1.21396E-02
SA(0.1),0.1,4.50000E+00,1.50000E+01,1.26981E-02
SA(0.1),0.1,4.50000E+00,2.50000E+01,2.13016E-03
SA(0.1),0.1,4.50000E+00,3.50000E+01,1.09531E-04
SA(0.1),0.1,4.50000E+00,4.50000E+01,3.55709E-07
SA(0.1),0.1,4.50000E+00,5.50000E+01,0.00000E+00
SA(0.1),0.1,4.50000E+00,6.50000E+01,0.00000E+00
SA(0.1),0.1,4.50000E+00,7.50000E+01,0.00000E+00
SA(0.1),0.1,4.50000E+00,8.50000E+01,0.00000E+00
SA(0.1),0.1,4.50000E+00,9.50000E+01,0.00000E+00
SA(0.1),0.1,4.50000E+00,1.05000E+02,0.00000E+00
SA(0.1),0.1,4.50000E+00,1.15000E+02,0.00000E+00
SA(0.1),0.1,4.50000E+00,1.25000E+02,0.00000E+00
SA(0.1),0.1,4.50000E+00,1.35000E+02,0.00000E+00
SA(0.1),0.1,4.50000E+00,1.45000E+02,0.00000E+00
SA(0.1),0.1,4.50000E+00,1.55000E+02,0.00000E+00
SA(0.1),0.1,4.50000E+00,1.65000E+02,0.00000E+00
SA(0.1),0.1,4.50000E+00,1.75000E+02,0.00000E+00
SA(0.1),0.1,4.50000E+00,1.85000E+02,0.00000E+00
SA(0.1),0.1,4.50000E+00,1.95000E+02,0.00000E+00
SA(0.1),0.1,5.50000E+00,5.00000E+00,1.30177E-02
SA(0.1),0.1,5.50000E+00,1.50000E+01,2.77307E-02
SA(0.1),0.1,5.50000E+00,2.50000E+01,1.30876E-02
SA(0.1),0.1,5.50000E+00,3.50000E+01,4.32022E-03
SA(0.1),0.1,5.50000E+00,4.50000E+01,9.74105E-04
SA(0.1),0.1,5.50000E+00,5.50000E+01,2.09114E-04
SA(0.1),0.1,5.50000E+00,6.50000E+01,7.51544E-06
SA(0.1),0.1,5.50000E+00,7.50000E+01,0.00000E+00
SA(0.1),0.1,5.50000E+00,8.50000E+01,0.00000E+00
SA(0.1),0.1,5.50000E+00,9.50000E+01,0.00000E+00
SA(0.1),0.1,5.50000E+00,1.05000E+02,0.00000E+00
SA(0.1),0.1,5.50000E+00,1.15000E+02,0.00000E+00
SA(0.1),0.1,5.50000E+00,1.25000E+02,0.00000E+00
SA(0.1),0.1,5.50000E+00,1.35000E+02,0.00000E+00
SA(0.1),0.1,5.50000E+00,1.45000E+02,0.00000E+00
SA(0.1),0.1,5.50000E+00,1.55000E+02,0.00000E+00
SA(0.1),0.1,5.50000E+00,1.65000E+02,0.00000E+00
SA(0.1),0.1,5.50000E+00,1.75000E+02,0.00000E+00
SA(0.1),0.1,5.50000E+00,1.85000E+02,0.00000E+00
SA(0.1),0.1,5.50000E+00,1.95000E+02,0.00000E+00
SA(0.1),0.1,6.50000E+00,5.00000E+00,3.17355E-03
SA(0.1),0.1,6.50000E+00,1.50000E+01,6.65547E-03
SA(0.1),0.1,6.50000E+00,2.50000E+01,4.90517E-03
SA(0.1),0.1,6.50000E+00,3.50000E+01,2.23813E-03
SA(0.1),0.1,6.50000E+00,4.50000E+01,8.56242E-04
SA(0.1),0.1,6.50000E+00,5.50000E+01,2.68490E-04
SA(0.1),0.1,6.50000E+00,6.50000E+01,6.58400E-05
SA(0.1),0.1,6.50000E+00,7.50000E+01,1.71260E-06
SA(0.1),0.1,6.50000E+00,8.50000E+01,9.40678E-09
SA(0.1),0.1,6.50000E+00,9.50000E+01,0.00000E+00
SA(0.1),0.1,6.50000E+00,1.05000E+02,0.00000E+00
SA(0.1),0.1,6.50000E+00,1.15000E+02,0.00000E+00
SA(0.1),0.1,6.50000E+00,1.25000E+02,0.00000E+00
SA(0.1),0.1,6.50000E+00,1.35000E+02,0.00000E+00
SA(0.1),0.1,6.50000E+00,1.45000E+02,0.00000E+00
SA(0.1),0.1,6.50000E+00,1.55000E+02,0.00000E+00
SA(0.1),0.1,6.50000E+00,1.65000E+02,0.00000E+00
SA(0.1),0.1,6.50000E+00,1.75000E+02,0.00000E+00
SA(0.1),0.1,6.50000E+00,1.85000E+02,0.00000E+00
SA(0.1),0.1,6.50000E+00,1.95000E+02,0.00000E+00
SA(0.1),0.1,7.50000E+00,5.00000E+00,0.00000E+00
SA(0.1),0.1,7.50000E+00,1.50000E+01,0.00000E+00
SA(0.1),0.1,7.50000E+00,2.50000E+01,0.00000E+00
SA(0.1),0.1,7.50000E+00,3.50000E+01,0.00000E+00
SA(0.1),0.1,7.50000E+00,4.50000E+01,0.00000E+00
SA(0.1),0.1,7.50000E+00,5.50000E+01,0.00000E+00
SA(0.1),0.1,7.50000E+00,6.50000E+01,7.19222E-07
SA(0.1),0.1,7.50000E+00,7.50000E+01,4.02419E-06
SA(0.1),0.1,7.50000E+00,8.50000E+01,5.22480E-06
SA(0.1),0.1,7.50000E+00,9.50000E+01,1.33716E-06
SA(0.1),0.1,7.50000E+00,1.05000E+02,2.33147E-09
SA(0.1),0.1,7.50000E+00,1.15000E+02,0.00000E+00
SA(0.1),0.1,7.50000E+00,1.25000E+02,0.00000E+00
SA(0.1),0.1,7.50000E+00,1.35000E+02,0.00000E+00
SA(0.1),0.1,7.50000E+00,1.45000E+02,0.00000E+00
SA(0.1),0.1,7.50000E+00,1.55000E+02,0.00000E+00
SA(0.1),0.1,7.50000E+00,1.65000E+02,0.00000E+00
SA(0.1),0.1,7.50000E+00,1.75000E+02,0.00000E+00
SA(0.1),0.1,7.50000E+00,1.85000E+02,0.00000E+00
SA(0.1),0.1,7.50000E+00,1.95000E+02,0.00000E+00
SA(0.1),0.05,4.50000E+00,5.00000E+00,7.46026E-03
SA(0.1),0.05,4.50000E+00,1.50000E+01,4.19618E-03
SA(0.1),0.05,4.50000E+00,2.50000E+01,3.47796E-04
SA(0.1),0.05,4.50000E+00,3.50000E+01,7.89650E-06
SA(0.1),0.05,4.50000E+00,4.50000E+01,0.00000E+00
SA(0.1),0.05,4.50000E+00,5.50000E+01,0.00000E+00
SA(0.1),0.05,4.50000E+00,6.50000E+01,0.00000E+00
SA(0.1),0.05,4.50000E+00,7.50000E+01,0.00000E+00
SA(0.1),0.05,4.50000E+00,8.50000E+01,0.00000E+00
SA(0.1),0.05,4.50000E+00,9.50000E+01,0.00000E+00
SA(0.1),0.05,4.50000E+00,1.05000E+02,0.00000E+00
SA(0.1),0.05,4.50000E+00,1.15000E+02,0.00000E+00
SA(0.1),0.05,4.50000E+00,1.25000E+02,0.00000E+00
SA(0.1),0.05,4.50000E+00,1.35000E+02,0.00000E+00
SA(0.1),0.05,4.50000E+00,1.45000E+02,0.00000E+00
SA(0.1),0.05,4.50000E+00,1.55000E+02,0.00000E+00
SA(0.1),0.05,4.50000E+00,1.65000E+02,0.00000E+00
SA(0.1),0.05,4.50000E+00,1.75000E+02,0.00000E+00
SA(0.1),0.05,4.50000E+00,1.85000E+02,0.00000E+00
SA(0.1),0.05,4.50000E+00,1.95000E+02,0.00000E+00
SA(0.1),0.05,5.50000E+00,5.00000E+00,1.02835E-02
SA(0.1),0.05,5.50000E+00,1.50000E+01,1.41277E-02
SA(0.1),0.05,5.50000E+00,2.50000E+01,4.35946E-03
SA(0.1),0.05,5.50000E+00,3.50000E+01,8.78102E-04
SA(0.1),0.05,5.50000E+00,4.50000E+01,9.37981E-05
SA(0.1),0.05,5.50000E+00,5.50000E+01,2.03437E-06
SA(0.1),0.05,5.50000E+00,6.50000E+01,0.00000E+00
SA(0.1),0.05,5.50000E+00,7.50000E+01,0.00000E+00
SA(0.1),0.05,5.50000E+00,8.50000E+01,0.00000E+00
SA(0.1),0.05,5.50000E+00,9.50000E+01,0.00000E+00
SA(0.1),0.05,5.50000E+00,1.05000E+02,0.00000E+00
SA(0.1),0.05,5.50000E+00,1.15000E+02,0.00000E+00
SA(0.1),0.05,5.50000E+00,1.25000E+02,0.00000E+00
SA(0.1),0.05,5.50000E+00,1.35000E+02,0.00000E+00
SA(0.1),0.05,5.50000E+00,1.45000E+02,0.00000E+00
SA(0.1),0.05,5.50000E+00,1.55000E+02,0.00000E+00
SA(0.1),0.05,5.50000E+00,1.65000E+02,0.00000E+00
SA(0.1),0.05,5.50000E+00,1.75000E+02,0.00000E+00
SA(0.1),0.05,5.50000E+00,1.85000E+02,0.00000E+00
SA(0.1),0.05,5.50000E+00,1.95000E+02,0.00000E+00
SA(0.1),0.05,6.50000E+00,5.00000E+00,2.72044E-03
SA(0.1),0.05,6.50000E+00,1.50000E+01,4.08415E-03
SA(0.1),0.05,6.50000E+00,2.50000E+01,1.96581E-03
SA(0.1),0.05,6.50000E+00,3.50000E+01,5.86167E-04
SA(0.1),0.05,6.50000E+00,4.50000E+01,1.31806E-04
SA(0.1),0.05,6.50000E+00,5.50000E+01,1.06880E-05
SA(0.1),0.05,6.50000E+00,6.50000E+01,1.54485E-08
SA(0.1),0.05,6.50000E+00,7.50000E+01,0.00000E+00
SA(0.1),0.05,6.50000E+00,8.50000E+01,0.00000E+00
SA(0.1),0.05,6.50000E+00,9.50000E+01,0.00000E+00
SA(0.1),0.05,6.50000E+00,1.05000E+02,0.00000E+00
SA(0.1),0.05,6.50000E+00,1.15000E+02,0.00000E+00
SA(0.1),0.05,6.50000E+00,1.25000E+02,0.00000E+00
SA(0.1),0.05,6.50000E+00,1.35000E+02,0.00000E+00
SA(0.1),0.05,6.50000E+00,1.45000E+02,0.00000E+00
SA(0.1),0.05,6.50000E+00,1.55000E+02,0.00000E+00
SA(0.1),0.05,6.50000E+00,1.65000E+02,0.00000E+00
SA(0.1),0.05,6.50000E+00,1.75000E+02,0.00000E+00
SA(0.1),0.05,6.50000E+00,1.85000E+02,0.00000E+00
SA(0.1),0.05,6.50000E+00,1.95000E+02,0.00000E+00
SA(0.1),0.05,7.50000E+00,5.00000E+00,0.00000E+00
SA(0.1),0.05,7.50000E+00,1.50000E+01,0.00000E+00
SA(0.1),0.05,7.50000E+00,2.50000E+01,0.00000E+00
SA(0.1),0.05,7.50000E+00,3.50000E+01,0.00000E+00
SA(0.1),0.05,7.50000E+00,4.50000E+01,0.00000E+00
SA(0.1),0.05,7.50000E+00,5.50000E+01,0.00000E+00
SA(0.1),0.05,7.50000E+00,6.50000E+01,7.59658E-08
SA(0.1),0.05,7.50000E+00,7.50000E+01,8.69495E-08
SA(0.1),0.05,7.50000E+00,8.50000E+01,0.00000E+00
SA(0.1),0.05,7.50000E+00,9.50000E+01,0.00000E+00
SA(0.1),0.05,7.50000E+00,1.05000E+02,0.00000E+00
SA(0.1),0.05,7.50000E+00,1.15000E+02,0.00000E+00
SA(0.1),0.05,7.50000E+00,1.25000E+02,0.00000E+00
SA(0.1),0.05,7.50000E+00,1.35000E+02,0.00000E+00
SA(0.1),0.05,7.50000E+00,1.45000E+02,0.00000E+00
SA(0.1),0.05,7.50000E+00,1.55000E+02,0.00000E+00
SA(0.1),0.05,7.50000E+00,1.65000E+02,0.00000E+00
SA(0.1),0.05,7.50000E+00,1.75000E+02,0.00000E+00
SA(0.1),0.05,7.50000E+00,1.85000E+02,0.00000E+00
SA(0.1),0.05,7.50000E+00,1.95000E+02,0.00000E+00
SA(0.2),0.1,4.50000E+00,5.00000E+00,8.60385E-03
SA(0.2),0.1,4.50000E+00,1.50000E+01,8.67728E-03
SA(0.2),0.1,4.50000E+00,2.50000E+01,1.67766E-03
SA(0.2),0.1,4.50000E+00,3.50000E+01,1.16018E-04
SA(0.2),0.1,4.50000E+00,4.50000E+01,9.25217E-07
SA(0.2),0.1,4.50000E+00,5.50000E+01,0.00000E+00
SA(0.2),0.1,4.50000E+00,6.50000E+01,0.00000E+00
SA(0.2),0.1,4.50000E+00,7.50000E+01,0.00000E+00
SA(0.2),0.1,4.50000E+00,8.50000E+01,0.00000E+00
SA(0.2),0.1,4.50000E+00,9.50000E+01,0.00000E+00
SA(0.2),0.1,4.50000E+00,1.05000E+02,0.00000E+00
SA(0.2),0.1,4.50000E+00,1.15000E+02,0.00000E+00
SA(0.2),0.1,4.50000E+00,1.25000E+02,0.00000E+00
SA(0.2),0.1,4.50000E+00,1.35000E+02,0.00000E+00
SA(0.2),0.1,4.50000E+00,1.45000E+02,0.00000E+00
SA(0.2),0.1,4.50000E+00,1.55000E+02,0.00000E+00
SA(0.2),0.1,4.50000E+00,1.65000E+02,0.00000E+00
SA(0.2),0.1,4.50000E+00,1.75000E+02,0.00000E+00
SA(0.2),0.1,4.50000E+00,1.85000E+02,0.00000E+00
SA(0.2),0.1,4.50000E+00,1.95000E+02,0.00000E+00
SA(0.2),0.1,5.50000E+00,5.00000E+00,1.24086E-02
SA(0.2),0.1,5.50000E+00,1.50000E+01,2.73908E-02
SA(0.2),0.1,5.50000E+00,2.50000E+01,1.51591E-02
SA(0.2),0.1,5.50000E+00,3.50000E+01,6.19381E-03
SA(0.2),0.1,5.50000E+00,4.50000E+01,1.79530E-03
SA(0.2),0.1,5.50000E+00,5.50000E+01,5.53055E-04
SA(0.2),0.1,5.50000E+00,6.50000E+01,8.70567E-05
SA(0.2),0.1,5.50000E+00,7.50000E+01,3.50369E-07
SA(0.2),0.1,5.50000E+00,8.50000E+01,0.00000E+00
SA(0.2),0.1,5.50000E+00,9.50000E+01,0.00000E+00
SA(0.2),0.1,5.50000E+00,1.05000E+02,0.00000E+00
SA(0.2),0.1,5.50000E+00,1.15000E+02,0.00000E+00
SA(0.2),0.1,5.50000E+00,1.25000E+02,0.00000E+00
SA(0.2),0.1,5.50000E+00,1.35000E+02,0.00000E+00
SA(0.2),0.1,5.50000E+00,1.45000E+02,0.00000E+00
SA(0.2),0.1,5.50000E+00,1.55000E+02,0.00000E+00
SA(0.2),0.1,5.50000E+00,1.65000E+02,0.00000E+00
SA(0.2),0.1,5.50000E+00,1.75000E+02,0.00000E+00
SA(0.2),0.1,5.50000E+00,1.85000E+02,0.00000E+00
SA(0.2),0.1,5.50000E+00,1.95000E+02,0.00000E+00
SA(0.2),0.1,6.50000E+00,5.00000E+00,3.23844E-03
SA(0.2),0.1,6.50000E+00,1.50000E+01,7.35252E-03
SA(0.2),0.1,6.50000E+00,2.50000E+01,6.18844E-03
SA(0.2),0.1,6.50000E+00,3.50000E+01,3.28375E-03
SA(0.2),0.1,6.50000E+00,4.50000E+01,1.47668E-03
SA(0.2),0.1,6.50000E+00,5.50000E+01,5.58104E-04
SA(0.2),0.1,6.50000E+00,6.50000E+01,2.11675E-04
SA(0.2),0.1,6.50000E+00,7.50000E+01,3.42367E-05
SA(0.2),0.1,6.50000E+00,8.50000E+01,6.36081E-07
SA(0.2),0.1,6.50000E+00,9.50000E+01,2.40048E-07
SA(0.2),0.1,6.50000E+00,1.05000E+02,0.00000E+00
SA(0.2),0.1,6.50000E+00,1.15000E+02,0.00000E+00
SA(0.2),0.1,6.50000E+00,1.25000E+02,0.00000E+00
SA(0.2),0.1,6.50000E+00,1.35000E+02,0.00000E+00
SA(0.2),0.1,6.50000E+00,1.45000E+02,0.00000E+00
